"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"230375233931075584","230374337042055168","65365893","","","2012-07-31 18:51:50 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@miselkralj Na olak?avanju birokracije radimo."
"230368294853550080","","","","","2012-07-31 18:24:16 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Hvala! RT @kuharh: @VladaRH @dnevnikhr pohvale ravnateljici, a i vladi, kona?no netko sa stavom. samo naprijed :)"
"230359628846858242","230358659639685120","442067302","","","2012-07-31 17:49:50 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kucilooro Radimo na smanjivanju birokracije i olak?avanju poduzetni?tva. Primjer: j.d.o.o."
"230359519811751936","230359158656999424","262559146","","","2012-07-31 17:49:24 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@ivanadomic Vlada sa svoje strane radi ?to mo?e u okviru ovlasti."
"230359280757395456","","","","","2012-07-31 17:48:27 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[YT] Lini? za @RTLDanas: Uvjeren sam da ?e #popisduznika polu?iti rezultate http://t.co/t8KfKI5e #politikaHR","http://ow.ly/cDspA"
"230359023252279296","","","","","2012-07-31 17:47:25 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","ZM: Prije svega va?an je interes Hrvatske i Dubrovnika. Njega branimo. Ovo ne radimo pod pritiskom, nego nakon puno razmi?ljanja #politikaHR"
"230358635174322176","","","","","2012-07-31 17:45:53 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","ZM: Potpisali smo ugovor s BiH na najvi?oj razini, to stvara obveze. Imamo 1000km granice s BiH, nema smisla i?i ispo?etka. #politikaHR"
"230357919122726912","","","","","2012-07-31 17:43:02 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","ZM: Mo?emo i ho?emo promijeniti klimu oko investiranja u Hrvatskoj. One dolaze planirano: Plomin 3, Luka Rijeka... #politikaHR"
"230357135320563712","","","","","2012-07-31 17:39:55 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Milanovi?: Cilj #popisduznika je da se uvede red i pove?a svijest o pla?anju poreza. #politikaHR"
"230355886718205952","","","","","2012-07-31 17:34:57 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","?avlovi? Smiljanec: Nije problem u referentima u PU, oni su radili svoj posao kako je od njih tra?ila politika. Politika se promijenila."
"230355456743317504","","","","","2012-07-31 17:33:15 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","?avlovi? Smiljanec: Ako je neki poduzetnik prenosio imovinu na ?lanove obitelji, oni ?e biti porezni jamci za dug."
"230354791103090688","","","","","2012-07-31 17:30:36 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Po?inje Dnevnik HTV-a u kojem uskoro gostuje premijer Milanovi?! #politikaHR"
"230353097300516864","","","","","2012-07-31 17:23:52 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Prebacite na Novu TV, uskoro gostuje ravnateljica Porezne uprave Nada ?avlovi? Smiljanec. #politikaHR cc @dnevnikhr"
"230350346877276161","230346552055570432","442067302","","","2012-07-31 17:12:57 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kucilooro Npr. smanjili smo doprinose za zdravstveno za 2%."
"230345601093611520","","","","","2012-07-31 16:54:05 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Bravo! RT @cro2012team: Hrvatska 31-23 Srbija!! BRAVO KAUBOJI!! IZNAD SVIH - HRVATSKA!!"
"230345488430403584","230344517457428480","442067302","","","2012-07-31 16:53:38 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kucilooro Moramo otvoriti prostor poduzetnicima kako bi lak?e pokrenuli posao."
"230343164614041600","","","","","2012-07-31 16:44:24 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Lini?: Vlada Zorana Milanovi?a sama mo?e provoditi u?tede. Zato i jesmo ponekad nepopularni. MMF nam ne treba. #politikaHR"
"230342616443666432","","","","","2012-07-31 16:42:13 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Lini?: Sigurno ?emo ostvariti o?ekivane prihode za 2012. god. Ostvarenje rasta od 0,8% nije realno, ali ne?e imati utjecaja na dr? prora?un."
"230341924207333376","","","","","2012-07-31 16:39:28 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Lini?: Poduzetnici koji nisu platili porez do ju?er su se grlili i jeli s biv?im ?lanovima Vlade. Najgore su pro?li njihovi kooperanti."
"230341662998659072","","","","","2012-07-31 16:38:26 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Lini?: Uvjeren sam da ?e #popisduznika polu?iti rezultate. Nije ugodno biti prepoznat kao osba koja ne pla?a za obrazovanje, zdravstvo..."
"230340314643185664","","","","","2012-07-31 16:33:05 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Potpuno razumljivo. ;) Naprijed #kauboji! RT @rekreacija: @VladaRH ma gledamo #rukomet"
"230339790061584385","","","","","2012-07-31 16:31:00 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Za koju minutu ministar Lini? gostuje u @RTLDanas! Tema, naravno, #popisduznika. #duznici #politikaHR"
"230339556472401920","230337827647389696","169011695","","","2012-07-31 16:30:04 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@bruno_afk Dobar dio je gotov. Ministar je ne?to govorio o tome u nedavnom intervju za Novu TV: http://t.co/In7PSyFB","http://ow.ly/cDixb"
"230337017811177472","230335844077166592","169011695","","","2012-07-31 16:19:59 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@_skatwoman @bruno_afk Pridru?ujemo se podr?ci! Provodi se reorganizacija HMP."
"230332160266104833","230322653993504769","159270105","","","2012-07-31 16:00:41 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@dkkefa Hvala na ideji."
"230331982435987456","230330738980036608","728630106","","","2012-07-31 15:59:58 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@brookadler Ovdje se radi o posebnim stanovima po POS programu."
"230323558096728064","","","","","2012-07-31 15:26:30 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[Pic] Snimljen je intervju s predsjednikom Vlade. ?to mislite, o ?emu ?e govoriti Zoran Milanovi?? http://t.co/dGvVMaJZ","http://ow.ly/i/OndS"
"230320794989887488","","","","","2012-07-31 15:15:31 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Ministarstvo zdravlja izdalo je letak kako se pona?ati za vrijeme velikih #vrucina (PDF): http://t.co/QGQMkd7T #more #turizam","http://ow.ly/cCZJw"
"230320669987074048","","","","","2012-07-31 15:15:01 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Ministar Lini? gost je u @RTLDanas (18:30), ravnateljica Porezne uprave ?avlovi? Smiljanec u 19.15h na Novoj TV u @Dnevnikhr. #politikaHR"
"230318940176412675","230317817998741504","25321266","","","2012-07-31 15:08:09 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@nedeljko To je dug ?kola za osiguranja od ozljeda na radu."
"230318727403556864","230317817998741504","25321266","","","2012-07-31 15:07:18 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@nedeljko MZOS se nalazi na popisu."
"230318172119654400","230317512804413440","333992335","","","2012-07-31 15:05:05 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kgolubic Najbolje da ti odmah postavi? pitanje na policija@mup.hr, tako ?e? dobiti najbr?i odgovor :)"
"230317357720039425","230314894828900352","333992335","","","2012-07-31 15:01:51 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kgolubic Preciznije, financiraju se iz dr?avnog prora?una."
"230316969432330240","230314894828900352","333992335","","","2012-07-31 15:00:19 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@kgolubic MUP"
"230315826161537024","","","","","2012-07-31 14:55:46 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Sretno! RT @cro2012team: Nemojte zaboraviti da na?i #kauboji u 17:15 igraju sa Srbijom!! Prijenos na HRT2 SRETNO HRVATSKA! #TeamCroatia"
"230313192033746944","","","","","2012-07-31 14:45:18 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[Summer on Croatian roads] Safe driving tips: Find out what is ""IN"" and ""OUT"" on #Croatian roads this #summer: http://t.co/PzQzWpT8","http://ow.ly/cqxsH"
"230311915396681728","","","","","2012-07-31 14:40:14 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Pobolj?avamo Zakon o pravu na pristup informacijama, uklju?ite se u #javnarasprava: http://t.co/Bep3fqyA #politikaHR","http://ow.ly/cD0GC"
"230309871545888768","230307829519630336","80801178","","","2012-07-31 14:32:06 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@svetonilovic Ovdje mo?e? saznati vi?e: http://t.co/TNOBLvZU","http://ow.ly/cD12s"
"230307369488379905","","","","","2012-07-31 14:22:10 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[FOTO] Vrdoljak, Zakon o POS-u: Gradi se na 7 lokacija, 389 stanova vrijednosti 190 milijuna kuna #politikahr http://t.co/UMTC9WOo","http://ow.ly/i/OnN9"
"230303229815185408","230302548559552512","237273179","","","2012-07-31 14:05:43 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@mrkimile Porezna uprava."
"230302692268990464","230299498109366273","41563162","","","2012-07-31 14:03:35 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@tportal Na listi se nalaze oni koji nemaju reguliran odnos s Poreznom upravom. Za detalje press@vlada.hr"
"230299241992560640","230298528734404608","41563162","","","2012-07-31 13:49:52 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@tportal U pravilu da."
"230299151575961600","230297397690003457","169011695","","","2012-07-31 13:49:31 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@bruno_afk To ovisi o lokalnoj samoupravi."
"230297101333057537","230294321713258496","41563162","","","2012-07-31 13:41:22 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@tportal Drugo pitanje: Zakon o javnoj nabavi je isti za sve."
"230297035713150976","230294321713258496","41563162","","","2012-07-31 13:41:06 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@tportal Za prvo pitanje: U pravilu da. Ako vas zanima konkretnije, po?aljite nam DM ili na press@vlada.hr"
"230296104640577536","230294321713258496","41563162","","","2012-07-31 13:37:24 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@tportal Sekunda, provjeravamo."
"230294292860641280","230292052951318528","110991471","","","2012-07-31 13:30:12 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@antotoki Na? premijer ima FB page, ali odlu?ili smo se na komunikaciju preko stranica Vlade."
"230294080511410178","","","","","2012-07-31 13:29:22 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","MT @allixsenos: dump cijele baze #popisduznika http://t.co/GkxAwUdw http://t.co/xbvk6B5o","http://ow.ly/cCRqM","http://ow.ly/cCRsb"
