"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"174956264906956800","174955160680939520","215016948","","","2012-02-29 20:36:38 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@mihaelsantek ako si uvjeren u uspje?nost svoje ideje, trebao bi preuzeti rizik."
"174923952362229761","174923223757111296","41040125","","","2012-02-29 18:28:14 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@oseloth poku?avamo odgovoriti na sve upite, a financiraju se sve vjerske zajednice u Hrvatskoj iz prora?una."
"174902052424650752","174901816247590912","427550431","","","2012-02-29 17:01:13 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@travahr Jo? nije bilo rasprava o takvoj odluci."
"174883097425350657","","20435383","","","2012-02-29 15:45:54 +0000","<a href=""http://beta.twitlonger.com"" rel=""nofollow"">TwitLonger Beta</a>","@oleg_frgacic @VitezZagreb @suncek @rephr Od tri pristigle ponude, ponuda Globaldizajna bila je najpovoljnija. (cont) http://t.co/RrSsCyuD","http://tl.gd/g6bpqf"
"174867175327277056","174866339075342338","41040125","","","2012-02-29 14:42:38 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@oseloth trenutno se oporezuje po na?elu plate?ne sposobnosti, a ne po na?elu korisnosti."
"174854453688676352","174853540215402496","42954021","","","2012-02-29 13:52:05 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Jo? niste? RT @netokracija: [FACEBOOK] Facebook Timeline za fan stranice: prebacite svoj brend na Timeline ve? danas! - http://t.co/1zTdaaX2","http://ow.ly/9mm3G"
"174852518038339585","","","","","2012-02-29 13:44:23 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[FACEBOOK] Stranica Vlade dobila Timeline #Facebook #Pages #Timeline http://t.co/QliJNlVh","http://www.facebook.com/wwwvladahr"
"174851416509251584","","","","","2012-02-29 13:40:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vlada je donijela odluku o davanju koncesije za izgradnju putnickog terminala Zracne luke Zg #politikahr"
"174847381823688704","","","","","2012-02-29 13:23:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Opacic: do kraja godine cilj je implementirati informaticki sustav koji ce omoguciti kontrolu isplate socijalnih naknada #politikahr"
"174847089501679617","","","","","2012-02-29 13:22:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Opacic: zak o socijalnoj skrbi predstavlja temelj  za decentralizaciju sustava, vraca se pravna osobnost Centrima za socijalnu skrb"
"174845411935260673","","","","","2012-02-29 13:16:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Linic: cilj i svrha PEP-a je utvrditi gospodarsku politiku i glavne strukturne reforme u narednom srednjorocnom razdoblju #politikahr"
"174844930605330433","","","","","2012-02-29 13:14:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pocela 13. sjednica Vlade. Prva tocka: pretpristupni ekonomski program 2012.-2014. (PEP) #politikahr  http://t.co/4VuxLj4Y","http://yfrog.com/h2k7hyaj"
"174840825388351488","","","","","2012-02-29 12:57:55 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@zeronulica ?to se ti?e pitanja, izmijene Zakona o porezu na dohodak, kao i ostali paket mjera stupaju na snagu 1. o?ujka"
"174835562035953664","174827226481696768","46972418","","","2012-02-29 12:37:00 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@rephr Vrijednost projekta je puno manja od zakonske granice potrebne za provo?enje postupka javne nabave."
