"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"197043081311289344","","941591","","","2012-04-30 19:21:46 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@rjasmin prora?un ni?i za 3,4 milijarde koji je zaokrenuo dosada?nje trendove /cc @nmotika"
"197037362491039744","197035629182320640","25833536","","","2012-04-30 18:59:02 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@goranapp Mo?emo samo re?i: #word Hvala ti,potrudit ?emo se ?to prije sve popisati. cc @hrvojekrvavica @suncek @emanuelblagonic @vitezzagreb"
"197031793612947456","","25833536","","","2012-04-30 18:36:54 +0000","<a href=""http://beta.twitlonger.com"" rel=""nofollow"">TwitLonger Beta</a>","@GoranAPP @hrvojekrvavica @suncek @emanuelblagonic @vitezzagreb S nekim izvo?a?ima imali smo ugovore koji jo? (cont) http://t.co/EP4PqxTB","http://tl.gd/h7kgvr"
"197022555922636803","","45070892","","","2012-04-30 18:00:12 +0000","<a href=""http://beta.twitlonger.com"" rel=""nofollow"">TwitLonger Beta</a>","@suncek Za ve?inu ministarstva dali smo odgovor jer nemamo ?to kriti, a ukoliko inzistirate poku?at ?emo (cont) http://t.co/90CxbYSE","http://tl.gd/h7k6jk"
"197019202979241985","","25833536","","","2012-04-30 17:46:53 +0000","<a href=""http://beta.twitlonger.com"" rel=""nofollow"">TwitLonger Beta</a>","@goranapp @hrvojekrvavica Vjerujemo da ste primjetili da su nas stranice ve?ine ministarstva do?ekale nas (cont) http://t.co/40SnOVqU","http://tl.gd/h7k2b6"
"197012276119748608","","","","","2012-04-30 17:19:21 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Ministarstvo branitelja objavilo rezultate dodjele stipendija 2011/12: Dodijeljeno preko 9000 stipendija http://t.co/G9sOqJzG cc @branitelji","http://ow.ly/aBOym"
"196952652888817664","","","","","2012-04-30 13:22:26 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Premijer povodom 1.svibnja: ""Odlu?ni smo u tome da vratimo radniku dostojanstvo i polo?aj koji zaslu?uju"" http://t.co/JnLiBLuP #politikahr","http://ow.ly/aBluY"
"196921060342501376","","","","","2012-04-30 11:16:54 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","RT @minpo_hr: Sva pitanja vezana uz projekte MINPO-a, kao i prijedloge te kritike mo?ete uputiti na: pitanja@minpo.hr"
"196915673530765312","","","","","2012-04-30 10:55:29 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@vlastaivo Ispri?avamo se, mail @minpo_hr na koji se mo?e? javiti je: pitanja@minpo.hr. Hvala @goranAPP."
"196892011847098368","196890476677308416","25833536","","","2012-04-30 09:21:28 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@goranapp Ok, provjerit ?emo odmah. Hvala ti na informaciji."
"196889879932706816","196889432194957312","25833536","","","2012-04-30 09:13:00 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@goranapp Govori? u vezi adrese @minpo_hr, dakle javnost.minpo@mingo.hr?"
"196882934576316416","196861379372789760","217262382","","","2012-04-30 08:45:24 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@dakson2 Naravno, ovo je e-mail kontakt: javnost.minpo@mingo.hr. Ministarstvo je i na Twitteru: @minpo_hr ;)"
"196876443463061505","196709208664707073","221499182","","","2012-04-30 08:19:36 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@antonio_0708 Vjerujemo da ?e ministrica okoli?a obratiti pa?nju na mogu?i veliki problem za dolinu Neretve."
"196870838383951872","196821845272559616","41040125","","","2012-04-30 07:57:20 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@oseloth Nelo?a ideja. Mi iz Tima smo sve nivoe The Simsa savladali :)"
"196530658699517952","","","","","2012-04-29 09:25:35 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","[YT] Z. Milanovi? govorio je o aktualnim temama http://t.co/g5UCz8bh To su ekonomski nu?ne odluke koje je trebalo donijeti pred dvije godine","http://ow.ly/aAgSW"
"196518932327309312","","","","","2012-04-29 08:38:59 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","RT @davor_herceg: @VladaRH samo hrabro naprijed"
"196509513166229504","196505438882242560","23569285","","","2012-04-29 08:01:33 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@vooood Prenose se, ?elimo da gra?ani predla?u, kritiziraju i ustvari budu korektiv vlasti."
"196504487416971265","196499792606670849","25833536","","","2012-04-29 07:41:35 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@goranapp @zriha @gpeuc @hbujas @jlcunff Ovo nije borba za rejting, moramo se izvu?i i suo?iti s do?ekanim izazovima."
"196502462797058048","196499648079347712","23569285","","","2012-04-29 07:33:32 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@vooood Tijekom svibnja kre?u investicije, cilj je posti?i gospodarski rast."
"196498304874455040","196490856432283649","25833536","","","2012-04-29 07:17:01 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@GoranAPP @zriha @gpeuc @hbujas @jlcunff ne ponosimo se te?kim odlukama, one su morale biti donijete."
"196300697367609344","196295136647462914","384458432","","","2012-04-28 18:11:48 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","@markopavlovic09 Tijekom svibnja kre?u investicije i nova radna mjesta."
"196298375484801024","","","","","2012-04-28 18:02:34 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","RT @regattedeblanc: Tko god misli da se svi na?i problemi mogu rije?iti preko no?i, vara se. Svima nam je te?ko. Nedajte se obeshrabriti!"
"196294169403195393","","","","","2012-04-28 17:45:51 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","""Ne?emo ugro?avati hrvatske interese, dr?avu se dosta potkradalo i moramo se izvu?i iz toga."" - premijer Zoran Milanovi? u Dnevniku HTV-a."
"196292618508967938","","","","","2012-04-28 17:39:41 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","""Zatekli smo dosta izazova, nadam se da su ovo zadnje lo?e vijesti. Socijalna smo Vlada te ?elimo biti efikasni."" - Z. Milanovi?"
"196291507995672576","","","","","2012-04-28 17:35:17 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Z. Milanovi? u Dnevniku HTV-a: To su ekonomski nu?ne odluke koje su trebale biti donijete pred dvije godine. #politikahr"
